proper,ra,dec,mag,con
,5.816935,24.567535,4.88,Tau
,5.885245,-33.801361,4.88,Col
,7.311216,-24.558701,4.88,CMa
,11.993796,-78.221839,4.88,Cha
,12.698071,10.235625,4.88,Vir
,13.004576,30.785021,4.88,Com
,16.93375,65.134796,4.88,Dra
,17.963279,-41.716295,4.88,Sco
,18.725348,-8.275215,4.88,Sct
,19.293911,-18.952908,4.88,Sgr
,19.586942,-48.099202,4.88,Tel
,23.784284,58.651989,4.88,Cas
,23.977883,-3.555983,4.88,Psc
,23.983482,55.754928,4.88,Cas
,0.187739,-15.467977,4.89,Cet
,4.831846,37.488275,4.89,Aur
,5.412452,1.846445,4.89,Ori
,5.825814,12.651324,4.89,Tau
,7.65276,34.584346,4.89,Gem
,7.768736,18.510043,4.89,Gem
,10.522775,-53.715484,4.89,Vel
,10.625909,-13.384543,4.89,Hya
,11.775376,-40.500354,4.89,Cen
,11.864237,-65.20591,4.89,Mus
,12.888263,21.244943,4.89,Com
,14.303877,-81.00776,4.89,Aps
,17.089636,12.740828,4.89,Her
,17.536251,55.184243,4.89,Dra
,19.737943,37.354355,4.89,Cyg
,20.8328,-33.779722,4.89,Mic
,22.654355,39.050269,4.89,Lac
,23.500536,58.54892,4.89,Cas
,0.813892,50.968168,4.9,Cas
,1.427009,-14.598796,4.9,Cet
,5.707953,1.474629,4.9,Ori
,6.960309,45.094094,4.9,Lyn
,12.844769,-33.999302,4.9,Cen
,13.237578,-59.103235,4.9,Cen
,16.05672,-38.602541,4.9,Lup
,16.09071,-19.80186,4.9,Sco
,16.474422,-70.084401,4.9,TrA
,19.851141,22.610046,4.9,Vul
,20.824709,-46.226826,4.9,Ind
,2.704144,40.193944,4.91,Per
,4.531296,-0.044011,4.91,Eri
,5.023772,-20.051918,4.91,Lep
,5.124164,18.645052,4.91,Tau
,6.333222,-2.944493,4.91,Ori
,7.170467,-4.237106,4.91,Mon
,7.194255,39.320549,4.91,Aur
,10.643043,-16.876572,4.91,Hya
,12.699051,-59.685819,4.91,Cru
,13.579943,37.182415,4.91,CVn
,15.016208,-8.518943,4.91,Lib
,15.2437,-31.519121,4.91,Lup
,16.692884,-17.742167,4.91,Oph
,17.088929,54.470042,4.91,Dra
,19.927167,52.438948,4.91,Cyg
,20.494167,-2.885531,4.91,Aql
,20.61212,-2.549957,4.91,Aql
,22.55001,-61.982122,4.91,Tuc
,22.920464,8.816166,4.91,Peg
,1.944499,-22.526785,4.92,Cet
,6.030673,-10.59793,4.92,Mon
,6.083091,-16.484435,4.92,Lep
,6.414973,49.287893,4.92,Aur
,7.064896,-49.58392,4.92,Pup
,7.517911,82.411466,4.92,Cam
,9.2602,-38.569942,4.92,Vel
,11.088867,-27.293612,4.92,Hya
,12.440018,27.268237,4.92,Com
,13.56887,3.658967,4.92,Vir
,13.828564,21.264105,4.92,Boo
,14.749778,-35.191826,4.92,Cen
,15.403303,-10.322266,4.92,Lib
,18.113858,-43.425216,4.92,CrA
,18.338309,21.961297,4.92,Her
,18.529287,-45.914814,4.92,Tel
,18.887096,50.708221,4.92,Dra
,20.747919,25.270617,4.92,Vul
,4.180708,-41.993573,4.93,Hor
,4.287684,20.578591,4.93,Tau
,4.340178,34.566725,4.93,Per
,4.987612,37.890245,4.93,Aur
,7.594365,-52.533836,4.93,Car
,7.716788,58.71036,4.93,Lyn
,7.995598,-3.679583,4.93,Mon
,8.949562,-59.229338,4.93,Car
,9.704011,-23.915569,4.93,Hya
,11.53789,-29.261022,4.93,Hya
,11.681568,-62.090101,4.93,Cen
,12.272372,23.945409,4.93,Com
,12.861645,27.540712,4.93,Com
,13.012125,56.366338,4.93,UMa
,14.18069,-16.30203,4.93,Vir
,14.850298,-2.29915,4.93,Lib
,15.121682,24.869195,4.93,Boo
,16.199997,-10.064253,4.93,Sco
,19.614847,-7.027477,4.93,Aql
,20.1231,-52.880793,4.93,Tel
,20.157116,36.839621,4.93,Cyg
,20.242229,36.806302,4.93,Cyg
,20.786319,34.374123,4.93,Cyg
,23.280817,-7.726504,4.93,Aqr
,23.733189,29.361454,4.93,Peg
,2.206191,30.303067,4.94,Tri
,2.984356,35.183128,4.94,Per
,6.937775,-48.721144,4.94,Pup
,7.370425,-19.0166,4.94,CMa
,8.058634,27.794332,4.94,Gem
,8.8299,-45.307875,4.94,Vel
,9.914503,-19.00936,4.94,Hya
,10.402182,65.566423,4.94,UMa
,10.517242,-73.22149,4.94,Car
,13.150909,-23.11807,4.94,Hya
,13.228597,40.152885,4.94,CVn
,16.4664,68.768137,4.94,Dra
,19.000229,32.145514,4.94,Lyr
,20.237949,15.197609,4.94,Aql
,20.500983,48.951569,4.94,Cyg
,22.169093,-32.548407,4.94,PsA
,0.724466,47.024546,4.95,Cas
,1.334699,58.231611,4.95,Cas
,3.957067,63.072264,4.95,Cam
,5.680754,-1.128787,4.95,Ori
,6.200911,16.130406,4.95,Ori
,11.465622,2.856265,4.95,Leo
,12.578902,70.02177,4.95,Dra
,15.969825,-14.279358,4.95,Lib
,16.224648,-54.630467,4.95,Nor
,16.291791,75.75533,4.95,UMi
,19.931045,38.486705,4.95,Cyg
,20.029093,-59.375893,4.95,Pav
,22.867225,43.312417,4.95,Lac
,23.448876,1.255608,4.95,Psc
,23.773199,3.486811,4.95,Psc
,1.676337,40.577049,4.96,And
,1.696383,42.613369,4.96,And
,2.564085,-28.232343,4.96,For
,3.357381,43.329651,4.96,Per
,4.473992,16.359672,4.96,Tau
,5.321278,22.096494,4.96,Tau
,5.914107,55.706947,4.96,Aur
,13.831191,-18.134168,4.96,Vir
,15.963196,54.749762,4.96,Dra
,16.05573,-25.86524,4.96,Sco
,18.100528,22.218879,4.96,Her
,18.19537,-23.701235,4.96,Sgr
,18.198377,31.40535,4.96,Her
,23.413959,62.282806,4.96,Cas
,1.253043,-45.531664,4.97,Phe
,1.933337,68.685242,4.97,Cas
,3.706291,33.965026,4.97,Per
,4.021697,-61.078822,4.97,Ret
,4.339227,27.350754,4.97,Tau
,5.924975,-37.120668,4.97,Col
,7.891616,26.765783,4.97,Gem
,10.382824,-66.901498,4.97,Car
,12.339161,3.312574,4.97,Vir
,13.473837,13.778787,4.97,Vir
,14.469564,-29.491638,4.97,Hya
,15.67136,-23.818078,4.97,Lib
,16.283593,-50.068122,4.97,Nor
,17.052186,14.091947,4.97,Her
,23.565884,31.325277,4.97,Peg
,23.663074,-14.222178,4.97,Aqr
,23.767234,46.420276,4.97,And
,1.712086,-3.6902,4.98,Cet
,2.157036,25.939892,4.98,Ari
,2.979939,-64.071284,4.98,Hor
,5.111289,51.59772,4.98,Aur
,5.587728,-5.387315,4.98,Ori
,5.589695,-5.41606,4.98,Ori
,7.673114,-15.26392,4.98,Pup
,8.667076,-12.475372,4.98,Hya
,11.012445,6.101449,4.98,Leo
,11.832395,-70.22579,4.98,Mus
,12.449805,26.825699,4.98,Com
,15.529718,40.899332,4.98,Boo
,16.024047,29.851061,4.98,CrB
,18.398507,58.800736,4.98,Dra
,18.937401,4.202132,4.98,Ser
,19.342473,-5.415766,4.98,Aql
,19.932051,58.845969,4.98,Cyg
,0.075033,-10.509523,4.99,Cet
,2.038359,54.487541,4.99,Per
,3.467517,49.062866,4.99,Per
,3.704139,-31.938361,4.99,For
,3.952303,61.108883,4.99,Cam
,4.64821,-12.123121,4.99,Eri
,5.380556,3.544452,4.99,Ori
,6.846097,41.78123,4.99,Aur
,6.847876,-34.367318,4.99,Pup
,7.048549,-4.239231,4.99,Mon
,7.427471,9.276097,4.99,CMi
,8.222213,-15.788221,4.99,Pup
,9.099546,5.092316,4.99,Hya
,9.184556,-44.867902,4.99,Vel
,9.532428,11.299827,4.99,Leo
,11.380442,43.482703,4.99,UMa
,12.27504,33.061527,4.99,Com
,13.695775,-54.559425,4.99,Cen
,14.20439,2.409433,4.99,Vir
,15.368975,-47.927792,4.99,Lup
,15.38675,30.287812,4.99,CrB
,15.991743,-41.744436,4.99,Lup
,18.231545,64.397287,4.99,Dra
,19.402105,29.621338,4.99,Cyg
,20.072108,-32.056296,4.99,Sgr
,22.140537,-34.043841,4.99,PsA
,22.940555,49.733544,4.99,Lac
,23.316021,-9.61075,4.99,Aqr
,4.074212,59.155507,5,Cam
,5.407071,17.383534,5,Tau
,6.125453,-37.25292,5,Col
,6.262468,-13.718414,5,CMa
,6.935179,-14.04343,5,CMa
,7.308883,49.464756,5,Lyn
,9.620185,6.835802,5,Leo
,11.386857,-36.164769,5,Cen
,11.725332,-62.489396,5,Cen
,15.523619,77.349352,5,UMi
,16.134591,17.04698,5,Her
,17.9848,-30.253025,5,Sgr
,18.12465,43.461891,5,Her
,18.918649,-22.671328,5,Sgr
,19.023991,46.934812,5,Lyr
,19.231987,57.705102,5,Dra
,19.57636,19.773403,5,Vul
,19.773777,33.727598,5,Cyg
,23.959727,-64.298231,5,Tuc
,8.74494,-54.708074,5,Vel
,16.072774,-11.374611,5,Sco
,19.106847,-37.06474,5,CrA
,0.172012,46.072272,5.01,And
,0.467475,17.893125,5.01,Psc
,1.655835,44.386165,5.01,And
,5.03606,-26.275029,5.01,Lep
,5.256777,32.6876,5.01,Aur
,6.1875,-65.589417,5.01,Dor
,6.298563,61.515286,5.01,Lyn
,7.49688,27.916146,5.01,Gem
,7.871024,-34.705442,5.01,Pup
,8.578778,-49.944203,5.01,Vel
,9.56911,-51.255266,5.01,Vel
,10.717789,69.076214,5.01,UMa
,11.658227,-65.397766,5.01,Mus
,12.316608,-55.143002,5.01,Cen
,12.43082,39.018616,5.01,CVn
,12.501868,69.201123,5.01,Dra
,17.338575,18.057081,5.01,Her
,19.816294,19.142042,5.01,Sge
,19.965842,-15.49149,5.01,Sgr
,4.480601,13.047602,5.02,Tau
,5.410873,37.385346,5.02,Aur
,9.553461,-21.115722,5.02,Hya
,10.54913,-47.003353,5.02,Vel
,10.928999,33.506929,5.02,UMa
,13.942827,27.492082,5.02,Boo
,14.880855,-37.80316,5.02,Cen
,15.284968,71.823901,5.02,UMi
,17.817862,50.781075,5.02,Dra
,17.824155,76.962881,5.02,Dra
,18.359075,49.121593,5.02,Dra
,18.747205,2.060038,5.02,Aql
,18.955688,-20.656346,5.02,Sgr
,19.421247,-24.508575,5.02,Sgr
,21.795598,-30.898304,5.02,PsA
,2.109423,22.648317,5.03,Ari
,4.83656,-16.217159,5.03,Eri
,6.054333,-26.284544,5.03,Lep
,7.280392,-36.592633,5.03,Pup
,7.765797,-14.563805,5.03,Pup
,8.490968,-44.724812,5.03,Vel
,10.99112,40.430257,5.03,UMa
,12.585489,18.377058,5.03,Com
,13.693549,-8.702984,5.03,Vir
,14.249208,-57.086126,5.03,Cen
,16.862573,24.656433,5.03,Her
,17.03129,-32.143519,5.03,Sco
,17.310275,10.864475,5.03,Her
,18.710543,55.539457,5.03,Dra
,19.380888,-54.423931,5.03,Tel
,19.511066,-2.788887,5.03,Aql
,19.843813,52.988001,5.03,Cyg
,20.909344,28.057621,5.03,Vul
,0.038867,-29.720414,5.04,Scl
,1.133559,43.942092,5.04,And
,1.768392,-53.522037,5.04,Eri
,3.270057,50.937664,5.04,Per
,4.700965,-37.144297,5.04,Cae
,5.984531,-9.55825,5.04,Mon
,6.117604,-62.154581,5.04,Pic
,6.274061,12.272163,5.04,Ori
,6.718051,44.52445,5.04,Aur
,7.391254,25.050531,5.04,Gem
,7.657942,17.674519,5.04,Gem
,7.715865,-45.173118,5.04,Pup
,8.111206,-45.266015,5.04,Vel
,12.079616,-76.519061,5.04,Cha
,13.200984,-16.198601,5.04,Vir
,13.418694,-74.887818,5.04,Mus
,13.490348,-51.165134,5.04,Cen
,15.282471,-60.957255,5.04,Cir
,15.321888,1.765408,5.04,Ser
,15.515488,40.833047,5.04,Boo
,15.888905,-20.16704,5.04,Lib
,21.307551,43.945945,5.04,Cyg
,21.615827,40.413521,5.04,Cyg
,21.987518,73.179896,5.04,Cep
,22.629273,-4.228056,5.04,Aqr
,3.318787,50.094966,5.05,Per
,3.819782,24.136712,5.05,Tau
,5.082776,-49.577837,5.05,Pic
,5.333589,33.958054,5.05,Aur
,6.643787,-48.220183,5.05,Pup
,7.675295,87.020091,5.05,Cep
,8.652198,-22.661875,5.05,Pyx
,18.117097,30.56214,5.05,Her
,22.191828,59.414488,5.05,Cep
,23.158738,8.677161,5.05,Peg
,23.339051,5.381307,5.05,Psc
,23.798543,67.806808,5.05,Cep
,3.702594,63.216806,5.06,Cam
,5.25677,-26.943509,5.06,Lep
,5.362849,-24.772981,5.06,Lep
,6.145643,-68.843409,5.06,Dor
,6.197726,-6.550287,5.06,Mon
,6.465992,-4.762154,5.06,Mon
,7.571839,-23.473661,5.06,Pup
,8.305219,-65.613192,5.06,Vol
,10.103115,-47.369995,5.06,Vel
,11.014009,39.212092,5.06,UMa
,14.373108,-80.108945,5.06,Aps
,17.178425,-44.557719,5.06,Sco
,19.680601,45.524942,5.06,Cyg
,19.708648,-16.123996,5.06,Sgr
,20.022655,50.104695,5.06,Cyg
,20.642198,24.115958,5.06,Vul
,20.834695,44.059304,5.06,Cyg
,20.858347,-51.608179,5.06,Ind
,21.222351,-70.126267,5.06,Pav
,23.874802,19.120287,5.06,Peg
,0.545512,-63.0315,5.07,Tuc
,0.816308,16.940644,5.07,Psc
,3.212899,-1.196101,5.07,Cet
,4.513916,-44.953749,5.07,Cae
,4.66519,53.079535,5.07,Cam
,5.40803,-0.891328,5.07,Ori
,6.973638,-34.111708,5.07,Pup
,7.222854,16.158966,5.07,Gem
,7.489012,28.118275,5.07,Gem
,7.790276,-38.511145,5.07,Pup
,9.53266,9.715767,5.07,Leo
,9.564857,-80.941258,5.07,Cha
,9.671768,-14.332292,5.07,Hya
,9.875121,-8.10503,5.07,Sex
,10.580004,6.953749,5.07,Leo
,11.529464,-59.442061,5.07,Cen
,14.212785,-27.261186,5.07,Hya
,16.603812,52.924422,5.07,Dra
,17.159238,40.777033,5.07,Her
,17.532745,68.135024,5.07,Dra
,18.533874,-45.757382,5.07,Tel
,19.116279,11.071228,5.07,Aql
,20.652161,10.086203,5.07,Del
,21.830748,30.174215,5.07,Peg
,22.085775,62.279814,5.07,Cep
,17.255734,-26.603215,5.07,Oph
,0.602306,54.16845,5.08,Cas
,3.804519,11.143294,5.08,Tau
,4.65256,15.799846,5.08,Tau
,4.856239,18.839861,5.08,Tau
,5.376036,79.231149,5.08,Cam
,5.460802,34.475892,5.08,Aur
,6.170632,-74.753045,5.08,Men
,6.793673,-8.998503,5.08,Mon
,7.955118,-44.109859,5.08,Pup
,8.46017,-53.08848,5.08,Vel
,9.80981,46.021008,5.08,UMa
,10.504855,-0.637026,5.08,Sex
,10.566912,-23.745165,5.08,Hya
,10.605706,-59.564392,5.08,Car
,10.7236,23.188404,5.08,LMi
,11.389415,-18.779973,5.08,Crt
,12.910251,-57.16867,5.08,Cru
,14.945554,-62.781016,5.08,Cir
,18.911976,-15.603036,5.08,Sct
,20.114835,23.614425,5.08,Vul
,20.455336,-18.211721,5.08,Cap
,21.888268,-13.551768,5.08,Cap
,22.596077,73.643188,5.08,Cep
,0.809777,-74.923438,5.09,Hyi
,1.955848,17.817532,5.09,Ari
,3.500057,55.451808,5.09,Cam
,5.005755,81.194088,5.09,Cep
,6.560534,-1.220154,5.09,Mon
,7.365795,20.443658,5.09,Gem
,7.439403,-51.018481,5.09,Car
,7.984921,-23.310396,5.09,Pup
,8.232865,-36.322281,5.09,Pup
,8.842628,-46.529187,5.09,Vel
,9.438324,-53.378909,5.09,Vel
,9.775462,57.12807,5.09,UMa
,9.832541,-45.732736,5.09,Vel
,11.389283,-64.954714,5.09,Mus
,12.266719,14.899071,5.09,Com
,15.854331,-3.090497,5.09,Ser
,16.18391,-29.41622,5.09,Sco
,17.813652,25.622869,5.09,Her
,18.371828,-38.656894,5.09,CrA
,20.08597,19.991071,5.09,Sge
,21.669749,43.273839,5.09,Cyg
,21.88438,25.92514,5.09,Peg
,22.100543,45.014348,5.09,Lac
,22.333754,-80.439747,5.09,Oct
,23.043436,42.757795,5.09,And
,23.384602,12.31391,5.09,Peg
,23.722878,10.331536,5.09,Peg
,2.954801,31.934219,5.1,Per
,3.379234,20.742069,5.1,Ari
,4.167439,80.698681,5.1,Cep
,4.397729,9.460968,5.1,Tau
,5.831539,-66.901187,5.1,Dor
,11.812524,-26.749777,5.1,Hya
,13.281425,-31.506196,5.1,Cen
,14.403151,5.820131,5.1,Vir
,16.020644,17.818397,5.1,Her
,16.777779,-67.109691,5.1,TrA
,17.403636,-44.162576,5.1,Sco
,18.148018,20.045233,5.1,Her
,19.309026,1.085129,5.1,Aql
,21.65924,2.243558,5.1,Aqr
,21.750071,-9.082428,5.1,Cap
,23.001417,56.945374,5.1,Cas
,23.868518,-82.018818,5.1,Oct
,1.49337,-21.629339,5.11,Cet
,3.894151,-34.732297,5.11,Eri
,5.145472,-4.456207,5.11,Eri
,6.895068,68.888309,5.11,Cam
,7.310607,-36.742735,5.11,Pup
,9.96141,41.055633,5.11,LMi
,11.142778,-61.947175,5.11,Car
,13.435483,-39.755107,5.11,Cen
,15.924891,-68.603001,5.11,TrA
,18.40383,39.507239,5.11,Lyr
,18.729706,-38.323441,5.11,CrA
,19.152716,76.560502,5.11,Dra
,20.667347,-60.548892,5.11,Pav
,20.808084,-43.988544,5.11,Mic
,21.944207,63.625557,5.11,Cep
,22.274045,-41.627225,5.11,Gru
,22.64386,56.795632,5.11,Lac
,22.734856,41.819235,5.11,Lac
,1.906122,-42.49695,5.12,Phe
,3.060239,-59.737775,5.12,Hor
,5.112681,-4.655163,5.12,Eri
,7.179858,-48.932098,5.12,Pup
,7.367397,36.760584,5.12,Aur
,7.728307,-40.933746,5.12,Pup
,7.861663,1.766868,5.12,CMi
,9.273066,-44.265735,5.12,Vel
,9.562374,-49.005072,5.12,Vel
,10.69908,65.71628,5.12,UMa
,10.892911,54.585128,5.12,UMa
,11.530223,-59.515648,5.12,Cen
,12.595987,-41.021945,5.12,Cen
,12.777433,16.577691,5.12,Com
,17.735752,-51.834053,5.12,Ara
,18.350283,28.869954,5.12,Her
,18.523971,-18.402697,5.12,Sgr
,18.583998,-10.977206,5.12,Sct
,19.51261,27.965276,5.12,Cyg
,19.585349,-10.560444,5.12,Aql
,19.850456,10.415727,5.12,Aql
,20.565297,-44.516048,5.12,Mic
,22.35988,-21.59823,5.12,Aqr
,23.05828,-34.749412,5.12,PsA
,0.030402,-3.027504,5.13,Psc
,0.241008,-7.780532,5.13,Cet
,1.296654,3.614466,5.13,Psc
,2.467139,-33.811039,5.13,For
,3.411267,64.585996,5.13,Cam
,5.587907,-5.389696,5.13,Ori
,8.334406,27.217707,5.13,Cnc
,8.43188,7.564506,5.13,Cnc
,11.54837,-31.087226,5.13,Hya
,14.132154,43.854452,5.13,Boo
,15.088656,-41.067236,5.13,Lup
,15.577033,-28.046983,5.13,Lib
,16.254257,-47.372021,5.13,Nor
,17.348391,24.499435,5.13,Her
,19.194597,56.859213,5.13,Dra
,21.078621,-77.023767,5.13,Oct
,23.982155,-52.745807,5.13,Phe
,0.612903,44.488587,5.14,And
,1.240011,-7.922826,5.14,Cet
,3.506797,11.336442,5.14,Tau
,3.825748,33.091382,5.14,Per
,5.438687,-58.91252,5.14,Dor
,6.057602,19.690561,5.14,Ori
,6.831838,-46.61456,5.14,Pup
,6.849191,67.571934,5.14,Cam
,7.014303,-51.402585,5.14,Car
,7.060576,10.951817,5.14,Gem
,7.071757,-56.749724,5.14,Car
,7.621303,-4.110979,5.14,Mon
,7.791757,33.415697,5.14,Gem
,7.964368,-45.577669,5.14,Pup
,8.08458,13.118215,5.14,Cnc
,8.22671,-46.991628,5.14,Vel
,10.782634,-56.757192,5.14,Vel
,11.476413,-42.674203,5.14,Cen
,11.616852,-61.283442,5.14,Cen
,12.203311,77.616241,5.14,Cam
,12.348809,-13.565724,5.14,Crv
,13.304034,49.682062,5.14,CVn
,14.325689,-2.265518,5.14,Vir
,15.587476,39.010067,5.14,CrB
,15.948193,-33.966134,5.14,Lup
,17.300189,-24.286901,5.14,Oph
,18.976812,-60.20055,5.14,Pav
,19.228529,2.293707,5.14,Aql
,19.424611,19.798365,5.14,Vul
,19.88816,57.523482,5.14,Cyg
,20.310853,34.982775,5.14,Cyg
,20.699186,-66.760682,5.14,Pav
,1.185213,31.424736,5.15,Psc
,2.02844,-44.713509,5.15,Phe
,2.535045,36.147271,5.15,Tri
,6.294923,-16.815908,5.15,CMa
,7.777577,37.517394,5.15,Lyn
,8.727854,-49.822802,5.15,Vel
,8.865787,43.726603,5.15,Lyn
,9.139867,66.873235,5.15,UMa
,9.715895,72.252618,5.15,UMa
,10.225184,-66.372811,5.15,Car
,11.121308,-42.638681,5.15,Cen
,11.635371,-61.826563,5.15,Cen
,12.060973,-42.434056,5.15,Cen
,12.368713,-67.522105,5.15,Mus
,13.131614,-10.740408,5.15,Vir
,13.78232,-36.251933,5.15,Cen
,14.766691,-25.443181,5.15,Hya
,14.844773,-15.997237,5.15,Lib
,15.243926,67.346722,5.15,UMi
,15.267785,-41.491155,5.15,Lup
,15.477288,1.842081,5.15,Ser
,16.763859,8.582616,5.15,Her
,19.998665,37.042885,5.15,Cyg
,20.656914,0.486445,5.15,Aqr
,20.667485,-18.138659,5.15,Cap
,20.777462,16.124134,5.15,Del
,23.195608,8.720116,5.15,Peg
,0.352017,37.968603,5.16,And
,2.372621,55.845653,5.16,Per
,2.943729,-3.71232,5.16,Eri
,3.310482,50.222174,5.16,Per
,5.848117,-52.108873,5.16,Pic
,6.523068,-12.391953,5.16,CMa
,7.862862,-13.898029,5.16,Pup
,8.254427,-62.915643,5.16,Car
,9.155982,22.045446,5.16,Cnc
,10.586017,57.082637,5.16,UMa
,13.911707,-1.503125,5.16,Vir
,15.08003,-64.03135,5.16,Cir
,15.429832,15.428036,5.16,Ser
,15.574032,-9.183416,5.16,Lib
,18.539257,-39.704001,5.16,CrA
,21.381559,6.81114,5.16,Equ
,21.692462,-14.047611,5.16,Cap
,22.873353,9.835664,5.16,Peg
,0.506293,-23.78768,5.17,Cet
,0.835443,-10.644326,5.17,Cet
,1.137477,54.92034,5.17,Cas
,2.633909,72.818252,5.17,Cas
,2.749328,12.445761,5.17,Ari
,4.394681,-3.74547,5.17,Eri
,7.828111,-17.228408,5.17,Pup
,8.981216,-47.234688,5.17,Vel
,8.990078,-59.083712,5.17,Car
,11.933599,-17.150829,5.17,Crt
,12.130565,-75.367019,5.17,Mus
,12.405146,26.098606,5.17,Com
,12.687765,-13.013901,5.17,Crv
,12.951212,-51.198752,5.17,Cen
,17.888341,40.007959,5.17,Her
,19.10554,-52.34091,5.17,Tel
,19.416164,11.944415,5.17,Aql
,19.435868,36.317896,5.17,Cyg
,19.610555,44.694936,5.17,Cyg
,21.08729,-54.727042,5.17,Ind
,21.260528,-20.651696,5.17,Cap
,23.855927,-18.909163,5.17,Aqr
,13.166389,17.528977,5.17,Com
,0.358665,-28.981469,5.18,Scl
,0.470454,44.394452,5.18,And
,1.715493,70.622526,5.18,Cas
,4.110114,27.599903,5.18,Tau
,4.913027,11.426006,5.18,Ori
,5.194879,16.045673,5.18,Ori
,5.531318,-76.340964,5.18,Men
,5.662277,25.897091,5.18,Tau
,5.766637,-32.306435,5.18,Col
,6.997378,-67.916443,5.18,Vol
,7.411163,-16.201473,5.18,CMa
,8.355846,-36.484177,5.18,Pup
,8.42537,-51.727415,5.18,Vel
,8.666002,-53.054729,5.18,Vel
,9.239041,61.423318,5.18,UMa
,10.725822,46.203877,5.18,UMa
,11.288167,2.010556,5.18,Leo
,11.428717,-63.972475,5.18,Cen
,14.201122,69.432548,5.18,UMi
,14.926287,-60.114164,5.18,Cir
,18.877675,-52.10737,5.18,Tel
,19.653234,5.397773,5.18,Aql
,19.842776,38.722419,5.18,Cyg
,20.2584,23.508906,5.18,Vul
,20.525112,74.954619,5.18,Dra
,21.717806,72.320084,5.18,Cep
,23.787776,-50.226461,5.18,Phe
,2.375704,-23.816326,5.19,For
,2.406919,50.006546,5.19,And
,5.126116,-63.399679,5.19,Dor
,6.070417,-6.708941,5.19,Mon
,6.453823,0.299246,5.19,Mon
,7.993762,-60.587061,5.19,Car
,8.651428,-70.386745,5.19,Vol
,8.830972,-32.780525,5.19,Pyx
,10.491306,-2.739078,5.19,Sex
,11.600744,69.322952,5.19,Dra
,13.279588,9.424156,5.19,Vir
,15.110444,-16.256818,5.19,Lib
,15.777772,62.599557,5.19,Dra
,16.513713,-61.633503,5.19,TrA
,17.433344,-50.63351,5.19,Ara
,20.237369,28.694817,5.19,Vul
,20.926858,13.721536,5.19,Del
,21.322838,64.871855,5.19,Cep
,22.644182,63.584472,5.19,Cep
,23.377547,-15.039338,5.19,Aqr
,0.502045,29.751557,5.2,And
,0.587466,-3.592846,5.2,Cet
,4.278638,53.611799,5.2,Cam
,4.569897,-8.231352,5.2,Eri
,5.916063,59.888367,5.2,Cam
,6.247467,19.156448,5.2,Ori
,6.491255,-56.852766,5.2,Pic
,6.706757,17.645303,5.2,Gem
,7.040217,24.215446,5.2,Gem
,7.067444,-42.33728,5.2,Pup
,7.265267,59.637467,5.2,Lyn
,7.462324,21.445247,5.2,Gem
,8.159977,-44.122773,5.2,Vel
,8.671996,-40.263875,5.2,Vel
,8.699142,-45.410714,5.2,Vel
,11.695541,-32.499404,5.2,Hya
,12.34268,-22.215901,5.2,Crv
,13.095678,35.798899,5.2,CVn
,13.975319,-24.972249,5.2,Hya
,16.372618,33.799052,5.2,CrB
,18.453475,0.196108,5.2,Ser
,18.795726,-40.406167,5.2,CrA
,18.950441,32.901273,5.2,Lyr
,19.123769,32.501738,5.2,Lyr
,21.106855,-32.341618,5.2,Mic
,21.114794,38.749415,5.2,Cyg
,23.318518,-13.458552,5.2,Aqr
,1.129957,-41.486916,5.21,Phe
,1.228857,7.575354,5.21,Psc
,2.677666,-54.549911,5.21,Hor
,4.116795,29.001299,5.21,Tau
,5.980437,0.552979,5.21,Ori
,6.402867,-11.530088,5.21,CMa
,6.44691,58.417409,5.21,Lyn
,6.698996,-9.167537,5.21,Mon
,11.424852,-36.063062,5.21,Cen
,13.266322,-19.943103,5.21,Vir
,13.549465,-10.165,5.21,Vir
,15.838207,2.196509,5.21,Ser
,17.387799,-47.468197,5.21,Ara
,22.57823,-20.708216,5.21,Aqr
,0.745666,-22.006135,5.22,Cet
,2.092103,76.11506,5.22,Cas
,2.978355,-2.782877,5.22,Eri
,4.243398,10.011406,5.22,Tau
,4.626703,-2.473548,5.22,Eri
,5.102349,58.972372,5.22,Cam
,5.363448,41.804572,5.22,Aur
,6.530083,11.544412,5.22,Mon
,6.794327,48.789476,5.22,Aur
,7.032329,-5.722065,5.22,Mon
,7.467243,6.941968,5.22,CMi
,7.792085,-46.60849,5.22,Pup
,7.991217,-39.296944,5.22,Pup
,8.954152,15.322762,5.22,Cnc
,11.212568,-64.16977,5.22,Car
,11.443174,-61.115167,5.22,Cen
,12.035239,43.0456,5.22,UMa
,12.760294,7.673326,5.22,Vir
,14.331002,-61.272972,5.22,Cen
,14.783694,-52.383518,5.22,Lup
,16.796227,5.246746,5.22,Her
,18.827807,-20.324656,5.22,Sgr
,18.831366,32.551058,5.22,Lyr
,19.380801,26.262403,5.22,Vul
,20.024594,64.820974,5.22,Dra
,21.490816,46.540585,5.22,Cyg
,23.52149,39.236198,5.22,And
,1.352047,28.738207,5.23,Psc
,2.213355,21.210993,5.23,Ari
,3.109303,-6.088555,5.23,Eri
,6.741241,-31.070523,5.23,CMa
,7.402352,40.672389,5.23,Aur
,8.161988,-47.937193,5.23,Vel
,8.927689,27.927481,5.23,Cnc
,8.992405,32.418559,5.23,Cnc
,9.029046,-52.188685,5.23,Vel
,9.129115,10.668191,5.23,Cnc
